url,homepage,text
https://flexcareinfusion.com/referrals/,1,Referrals
https://liveshopper.com/appeals/,1,Appeals
http://carebridgehealth.com/team2023,0,Puneet Singh
http://carebridgehealth.com/team2023,0,Dr. Abhi Saxena
https://www.marketcall.com/auth/register/merchant,1,Sign up as an advertiserGet qualified leads for your business
http://carebridgehealth.com/team2023,0,"Puneets prior leadership roles include serving as CEO of Quartet Health, Chief Growth Officer of Elevances Diversified Business Group (Carelon), and Chief Development Officer at Aspire Health.  In each of these roles, Puneet partnered with payers and providers to help scale innovative, value-based care models to improve the healthcare of underserved communities."
https://flexcareinfusion.com/about-us/#team,0,Vice President of Operations
https://liveshopper.com/presto-why-presto/,1,Why PrestoShopper?
http://carebridgehealth.com/team2023,0,"Brandon was most recently the Chief Financial Officer of Landmark Health, a national, risk-bearing house call provider serving chronically ill patients. Prior to Landmark, he was Vice President at General Atlantic, a global growth equity firm, where he focused on healthcare services and IT investing."
https://flexcareinfusion.com/about-us/#team,0,"Executive Vice President, Pharmacy"
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
http://carebridgehealth.com/team2023,0,Brandon Kerns
http://carebridgehealth.com/cbproductsandservices23,1,Products and Services
http://carebridgehealth.com/team2023,0,"President, PA Market"
https://www.inc.com/inc5000/2023/,1,inc.com
https://tryfacta.com,1,Workforce Solutions
https://www.marketcall.com/help,1,Help center
https://tryfacta.com,1,Tryfacta Healthcare
https://tryfacta.com/strategic-workforce-solutions/payroll,1,Payroll
http://carebridgehealth.com/team2023,0,Mike Tudeen
http://carebridgehealth.com/team2023,0,Chief Operating Officer
https://flexcareinfusion.com/providers/,1,Overview
https://flexcareinfusion.com/about-us/#team,0,"Mark Kharoufeh began his journey in healthcare almost 30 years ago as a pediatric oncology nurse at Los Angeles Children’s Hospital. His evolution in healthcare through various clinical, leadership, and executive roles and a passion for customer service led him down a successful path of business operations. In 2012, Mark was a finalist for AZ Business Magazine’s “Healthcare Professional of the Year” for his leadership in an all-inclusive care under one roof ambulatory healthcare service model. Mark obtained his MBA from Grand Canyon University in 2015 and completed the University of Arizona Eller Executive Leadership Program in 2019."
https://www.marketcall.com/industries,1,Industries
https://tryfacta.com/industry/software-platform,1,Software & Platform
http://carebridgehealth.com/team2023,0,"Regional President, West"
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://tryfacta.com,1,Stuffing
https://flexcareinfusion.com/about-us/#team,0,Matthew Holden
https://tryfacta.com/strategic-workforce-solutions/executive-hiring,1,Executive Hiring
https://upwardhealth.com/author/gettingraphic/,1,dwight
http://carebridgehealth.com/team2023,0,Executive Chairman
https://liveshopper.com/chameleon/,1,Chameleon Shop Views
https://www.marketcall.com/support,1,Support
https://www.facebook.com/FlexCareInfusion,1,Follow
http://carebridgehealth.com/team2023,0,National Medical Director - Clinical Operations
https://www.marketcall.com/affiliates,1,For affiliatesEasily monetize your traffic
http://carebridgehealth.com/team2023,0,Dr. Rick Cohen
https://flexcareinfusion.com/about-us/#team,0,"After a successful launch to his career in Milwaukee, WI, Rick returned to Arizona to be closer to his extended family.  In Arizona, he oversaw all pharmaceutical operations of the hospital-based outpatient clinics at HonorHealth, where he met his future business partner, Mark Kharoufeh.  Rick and Mark co-founded InfuseAble Care in Scottsdale, AZ, in 2020.  When FlexCare acquired InfuseAble Care in 2021, Rick transitioned to EVP of Pharmacy, leading the supply chain and procurement initiatives across the enterprise.  With the recent acquisition of a specialty pharmacy, Rick extended his purview to include oversight of this valuable service line."
http://carebridgehealth.com/team2023,0,"President, Clinical Operations"
https://liveshopper.com/audits/,1,Audits
http://carebridgehealth.com/team2023,0,Team — CareBridge
https://flexcareinfusion.com/about-us/#team,0,"Austin graduated from the University of Oklahoma with a degree in mechanical engineering. His focus on electromechanical systems quickly led to a passion for automation and building software and data solutions. After gaining experience as a software and applications engineer, he started a software consulting company and has launched several enterprise web, desktop, and mobile applications."
https://flexcareinfusion.com/locations/,1,Locations
https://liveshopper.com/blog/,1,Blog
https://flexcareinfusion.com/in-network-insurers/,1,In-Network Insurers
http://carebridgehealth.com/team2023,0,Derek Lindblom
https://flexcareinfusion.com/about-us/#team,0,×
http://carebridgehealth.com/team2023,0,Dr. Miranda Huffman
http://carebridgehealth.com/team2023,1,Team
http://carebridgehealth.com/cb-privacy-policy,1,Notice of Privacy Practices
https://tryfacta.com,1,Link 2
https://www.marketcall.com/industries#vertical-home-services,1,Home Services
https://www.linkedin.com/company/flexcareinfusion/,1,Follow
https://liveshopper.com/who-we-are/,1,Who We Are
http://liveshopper.com,1,Login
http://carebridgehealth.com/team2023,0,Chief Medical Officer
https://flexcareinfusion.com/about-us/#team,0,Rebekkah Jackman
https://flexcareinfusion.com/about-us/#team,0,×
https://liveshopper.com/sassie-systems/,1,Sassie Systems
https://flexcareinfusion.com/about-us/#team,0,×
https://flexcareinfusion.com/about-us/#team,0,"Matt and his wife Rachel reside in Birmingham, AL with their two pets, Addie and Jenkins."
https://upwardhealth.com/category/upward-health/,1,Upward Health
https://flexcareinfusion.com/about-us/#team,0,Rebekkah graduated from the University of Oklahoma Health Sciences Center where she earned her Master of Science Degree in Nursing with a Family Nurse Practitioner emphasis. She has over 16 years of experience in patient care and is passionate about infusion therapy and best serving our patients.
http://carebridgehealth.com/team2023,0,"Dr. Cohen most recently served as the Vice President Collaborative Innovation and Clinical Strategy at CVS Health.  Prior to CVS, he served as the Chief Medical Director for Post-Acute Care and Government Programs at eviCore, a Cigna company.  He is a board-certified internist with nearly thirty years of clinical and executive experience."
https://liveshopper.com/sassie-demos/,1,Demos
https://flexcareinfusion.com/about-us/#team,0,Matt Holden is an acute care Nurse Practitioner with over a decade of committed service to the patients in his community. Matt joined FlexCare in 2021 as a Managing Nurse Practitioner and led the launch of the first FlexCare location in Alabama before assuming the role of Vice President of Operations in 2023.
https://tryfacta.com/industry/banking,1,Banking
http://carebridgehealth.com/team2023,0,Chief Executive Officer
https://www.marketcall.com/hiring,1,Vacancy
https://liveshopper.com/online-monitoring/,1,Online Monitoring
http://carebridgehealth.com/team2023,0,"Lynne most recently served as President of the Clinical Care business for Matrix Medical Network, providing in-home assessments supporting risk adjustment and HEDIS gap closure for health plan customers. Prior to Matrix, Lynne spent 10 years with UnitedHealth Group in various leadership positions."
https://upwardhealth.com/careers/,1,Careers
https://flexcareinfusion.com/about-us/#team,0,"Executive Vice President, Business Development and Expansion"
https://upwardhealth.com/2023/12/19/,1,"December 19, 2023"
https://flexcareinfusion.com/about-us/#team,0,"Heather Randel joined FlexCare in 2020 and led the development of the Intake team before taking over Revenue Cycle Management in 2022. Heather has 10 years of medical RCM experience in ambulatory, specialty pharmacy, and home infusion. Previously, Heather was the Assistance Director of RCM in Intake for a Specialty Pharmacy and Home Infusion service in Kansas."
https://flexcareinfusion.com/careers/,1,Join Our Team
https://upwardhealth.com/leadership/board-of-directors/,1,Board of Directors
https://liveshopper.com/c-sat/,1,C-SAT
https://tryfacta.com,1,Tryfacta Federal
https://flexcareinfusion.com/about-us/#team,0,"Mark’s dedication to enhancing access to healthcare and a model that always places the patients and their caregivers at the center of every visit was the impetus for teaming up with Rick Yerondopoulos and establishing InfuseAble Care in November 2020. Through Mark and Rick’s reputation in Arizona for reliable and service-oriented healthcare, InfuseAble Care’s brand quickly became the trusted ambulatory infusion center for physicians to refer their patients to around the state. Mark and Ricks’s goals of scaling InfuseAble Care nationally came to fruition upon meeting Aaron Smith, Callie Turk, and Adam Midkiff of FlexCare and RC Capital and ultimately joined FlexCare Infusion via acquisition in December 2021."
http://carebridgehealth.com/team2023,0,"Derek most recently led COVID-19 testing and mass and mobile vaccination efforts across the State of Illinois. Prior to that, he was a leader at Livongo (LVGO) and led teams with global consulting firm Bain & Co. and 7wireVentures VC Fund. He was also a policy advisor in the U.S. Senate and the City of Chicago Mayors Office."
https://www.instagram.com/flexcare_infusion/,1,Follow
https://flexcareinfusion.com/about-us/#team,0,"Rick Yerondopoulos professional trajectory took him into leadership just 3 years after obtaining his Doctor of Pharmacy (Pharm.D.) from the University of Arizona. His desire to be a business leader in the world of pharmaceuticals and operations drove him to complete two post-graduate residencies in Milwaukee, WI, with a heavy concentration on administration leadership.  Rick was selected to represent the state of Wisconsin in a joint venture with the state of Iowa at the 2007 Young Pharmacy Leaders Conference."
https://mthink.com/best-pay-per-call-networks/,1,mthink.com
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://www.marketcall.com/contact,1,Contacts
http://carebridgehealth.com/team2023,0,html
https://liveshopper.com/product-overview/,1,Product Overview
http://carebridgehealth.com/team2023,0,Wilmaries past leadership roles include lead advocate as Pennsylvanias State Long-Term Care Ombudsman and overseeing the statewide protectives services programs. Wilmarie most recently served as Director of Quality designing the overall evaluation and quality infrastructure for the MLTSS program at the PA Department of Human Services.
https://www.charterup.com/login/,1,Login
https://upwardhealth.com/service-locations/,1,Upward Health Locations
https://flexcareinfusion.com/about-us/#team,0,×
http://carebridgehealth.com/team2023,0,Wilmarie Gonzalez
https://www.linkedin.com/company/upward-health,1,Linkedin
https://flexcareinfusion.com/virtual-tour/,1,Virtual Tour
http://carebridgehealth.com/team2023,0,Chief Medical Director - Clinical Operations & Transformation
https://www.marketcall.com/auth/register/affiliate,1,Sign up as an affiliateEasily monetize your traffic
https://www.charterup.com/about-us/,1,About Us
http://carebridgehealth.com/,1,Home
https://liveshopper.com/dragon/,1,Dragon
https://www.marketcall.com/automatization,1,Automatization
http://carebridgehealth.com/team2023,0,Team
https://flexcareinfusion.com/about-us/#team,0,Vice President of Technology
https://liveshopper.com/contact-us/,1,Contact Us
https://www.marketcall.com/fraud-prevention,1,Fraud prevention
https://upwardhealth.com/community-support/,1,Our Foundation
http://carebridgehealth.com/team2023,0,"Todd most recently served as Senior Vice President of Business Development at Remedy Partners, where he was a founding member of the management team and led Remedys risk partnerships. Prior to Remedy, he served as a Director in Alvarez & Marsals healthcare restructuring group."
https://flexcareinfusion.com/about-us/#team,0,×
http://carebridgehealth.com/team2023,0,Brad is the Executive Chairman of CareBridge Health and the Founder and Chief Executive Officer of Russell Street Ventures. Brad served as Co-Founder and CEO of Aspire Health and the Director of the Center for Medicare and Medicaid Innovation (CMMI).
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
http://carebridgehealth.com/team2023,0,Patti Killingsworth
https://www.marketcall.com/merchants,1,For advertisersGet qualified leads for your business
https://tryfacta.com/digital/cloud,1,Cloud
https://flexcareinfusion.com/request-a-visit/,1,Request a Visit
https://www.marketcall.com/payouts,1,Payouts
http://carebridgehealth.com/team2023,0,Chief Growth Officer
https://flexcareinfusion.com/reviews,1,410+ Reviews
http://carebridgehealth.com/team2023,0,Lynne Schaffler
https://flexcareinfusion.com/about-us/#team,0,Heather Randel
http://carebridgehealth.com/team2023,0,"Dr. Hsu most recently served as Vice President of Medical Policy and Utilization Review and One Care Medical Director at Commonwealth Care Alliance.  Prior to CCA, he helped develop and implement the Beth Israel Deaconess MassHealth Accountable Care Organization.  He is a board certified in internal medicine, pulmonary medicine, and critical care medicine."
https://flexcareinfusion.com/locations/arizona/,1,Arizona
https://flexcareinfusion.com/about-us/#team,0,"Mark currently resides in Litchfield Park, AZ with his wife, two sons, daughter, and labradoodle Eevee."
http://carebridgehealth.com/team2023,0,"Dr. Henderson most recently served as the Chief Medical Officer of PopHealthCare and previously served as the Lead Medical Director for Uniteds LTSS program in Tennessee as well as on Uniteds national LTSS clinical team. She is board-certified in internal medicine, geriatrics, and palliative medicine as well as a certified Medical Director with the Society for Post-Acute and Long-Term Care Medicine. She also serves as a Lieutenant Colonel in the US Army Reserve."
https://flexcareinfusion.com/about-us/#team,0,×
https://www.marketcall.com/tools,1,Marketing Tools
http://carebridgehealth.com/states,1,Current Users
https://liveshopper.com/auto-correct-auto-change/,1,Auto Correct Auto Change
https://flexcareinfusion.com,1,Providers
http://carebridgehealth.com/team2023,0,Dr. Saxena most recently served as the medical director of hospital services for Vanderbilt Behavioral Health. He is the medical director of behavioral health services at Southwell Health System and is certified by the American Board of Psychiatry and Neurology.
http://carebridgehealth.com/team2023,0,End of Squarespace Headers
http://carebridgehealth.com/team2023,0,"Patti has nearly 25 years of Medicaid LTSS experience, most recently as the longstanding Assistant Commissioner and Chief of LTSS for TennCare, the Medicaid Agency in Tennessee. She is a lifelong family caregiver and a nationally recognized leader in HCBS policy and programs. She has managed LTSS, value-based purchasing, and initiatives to improve care for beneficiaries dually eligible for Medicare and Medicaid."
http://carebridgehealth.com/team2023,0,minnow-khaki-hzyd
http://carebridgehealth.com/team2023,0,Chief Financial Officer
https://flexcareinfusion.com/about-us/#team,0,Austin Wickersham
https://www.wsilogix.com,1,Website Management by WSI Logix
https://www.marketcall.com/industries#vertical-rehab,1,Rehab
https://upwardhealth.com/leadership/board-of-advisors/,1,Board of Advisors
https://www.marketcall.com/lead-generation,1,Lead generation
https://flexcareinfusion.com/about-us/#team,0,Rick Yerondopoulos
https://flexcareinfusion.com/about-us/#team,0,"Rebekkah lives in Oklahoma City with her 3 kids and her dog. When she’s not keeping busy with her kids, you can find her in her craft room."
https://liveshopper.com/privacy-policy/,1,Privacy Policy
https://www.charterup.com/blog/,1,Blog
http://carebridgehealth.com/team2023,0,Dr. Doug Hsu
https://www.marketcall.com/about,1,About
https://www.marketcall.com/blog,1,Blog
https://www.marketcall.com/industries#vertical-insurance,1,Insurance
http://carebridgehealth.com/team2023,0,"Pam has more than 30 years of experience in Medicaid and has led efforts nationwide to develop, expand, and improve managed long-term services and supports (MLTSS) programs. Pam most recently served as a Director with Sellers Dorsey, a Medicaid consulting firm. Prior to that, Pam was the Director of Managed Care for the State of Texas Medicaid programs."
https://flexcareinfusion.com/about-us/#team,0,"Rick currently resides in Scottsdale, AZ with his wife.  His son attends Northern Arizona University in Flagstaff, AZ."
https://flexcareinfusion.com/about-us/#team,0,"Matt received his BSN from Auburn University before earning his MSN from Vanderbilt University. His experience includes Intensive Care, Transplant Medicine, Cardiothoracic Surgery, and Outpatient Care. Prior to joining FlexCare, Matt developed and launched two new service lines for an outpatient cardiology group in Alabama."
http://carebridgehealth.com/team2023,0,Pam Coleman
http://carebridgehealth.com/team2023,0,"Mikes past leadership roles include serving as President and Chief Executive Officer at PopHealthCare, Optums EverCare, and INSPIRIS. These companies all deliver technology-enabled, cutting edge medical solutions, provided in home-based settings, contracting on full risk or value-based structures. Mike also serves on several healthcare company boards."
https://flexcareinfusion.com/about-us/#team,0,Rebekkah Jackman joined FlexCare Infusion Centers in 2019 as a Managing Nurse Practitioner and Specialty Biologics Clinical Reviewer before assuming the role of Director of Patient Access in 2022. Rebekkah heads FlexCare’s industry-leading Intake team and ensures FlexCare patients experience the shortest time to treatment.
https://www.marketcall.com/auth/login,1,Log in
http://carebridgehealth.com/news,1,News
http://carebridgehealth.com/team2023,0,Vice Chairman
https://liveshopper.com/mystery-shopping/,1,Mystery Shopping
https://upwardhealth.com,1,About
https://flexcareinfusion.com/about-us/#team,0,"Austin lives in Oklahoma City with his wife, Skye, and two kids. In his free time, you can find him on the running trail, golf course, or playing games and sports with his family and friends."
https://upwardhealth.com/providers/,1,For Providers
http://carebridgehealth.com/team2023,0,0
https://www.tryfacta.com/career/careers#Why-Tryfacta,1,Be a Tryfactan
https://www.marketcall.com/industries#vertical-travel,1,Travel
http://carebridgehealth.com/team2023,0,Deputy Chief Medical Officer - Decision Support
http://qm7.af6.myftpupload.com/notice-of-privacy-practices/,1,Notice of Privacy Practices
http://carebridgehealth.com/team2023,0,Todd Leri
https://tryfacta.com/strategic-workforce-solutions/statement-of-work,1,Statement of Work (SOW)
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com,1,Patients
https://flexcareinfusion.com/about-us/#team,0,Director of Patient Access
http://carebridgehealth.com/team2023,0,This is Squarespace.
https://insta.prestomobilesurveys.com/site/Login,1,Resellers
https://tryfacta.com,1,Press & Events
http://carebridgehealth.com/who-we-serve-23,1,Who We Serve
https://flexcareinfusion.com/about-us/#team,0,Director of Revenue Cycle Management
http://carebridgehealth.com/careers,1,Careers
https://flexcareinfusion.com/about-us/#team,0,"Currently, Heather oversees RCM for FlexCare’s ambulatory infusion services and specialty pharmacy. She lives in Olathe, KS with her husband and two children."
http://carebridgehealth.com/team2023,0,Dr. Huffman is a family physician with a Masters in in Education who continues to mentor students in a free clinic and teaches clinical medicine at Meharry Medical College. She has a particular interest in the care of patients with substance use disorders and chronic pain.
https://upwardhealth.com/core-values/,1,Core Values
http://carebridgehealth.com/team2023,0,Brad Smith
https://flexcareinfusion.com/about-us/#team,0,Mark Kharoufeh
https://tryfacta.com#brand-identity,1,Diverse Workforce
https://www.tryfacta.com/career/careers#Rewards-Benefits,1,Rewards & Benefits
http://carebridgehealth.com/contact,1,Contact
https://flexcareinfusion.com/about-us/#team,0,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://tryfacta.com,1,Executive Hiring
http://carebridgehealth.com/team2023,0,Dr. Melinda Henderson
https://tryfacta.com/industry/communication-and-media,1,Communication and Media
https://flexcareinfusion.com/contact-us/,1,Contact Us
https://insta.prestomobilesurveys.com/site/Login,1,Clients
https://flexcareinfusion.com/about-us/#team,0,"Austin Wickersham joined FlexCare in 2020 as a software consultant before assuming the role of Vice President of Technology in 2021. He led the initiative to build a custom-developed enterprise software solution that supports and enhances FlexCare’s vital Intake team, and later led the projects to create data and reporting systems to support all departments. He oversees FlexCare’s software, data, IT, and communications projects."
https://www.marketcall.com/industries#vertical-finance,1,Finance
http://carebridgehealth.com/team2023,0,National Medical Director - Behavioral Health
http://carebridgehealth.com/team2023,0,Chief Strategy Officer
https://flexcareinfusion.com/about-us/#team,0,"Since uniting with FlexCare to provide a reimagined infusion experience across the country, FlexCare has grown to 30 ambulatory centers across three states."
https://www.marketcall.com/industries#vertical-real-estate,1,Real Estate
https://birchcreekdev.com/about/,0,html